InsectID,Date,PlantID,Magnet,Microsite,Flowering,RTU,Order,Family,Subfamily,Tribe,Genus,Species,Common Name,Notes,Specimen Location,,ID Keys Used
Open.273.May.4.2017.Braun.1,5.4.2017,273,larrea,open,post,bee,Hymenoptera,Halictidae,,,Lasioglossum,,,,,pinned,
Open.273.May.4.2017.Braun.2,5.4.2017,273,larrea,open,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Open.273.May.4.2017.Braun.3,5.4.2017,273,larrea,open,post,bee,Hymenoptera,Halictidae,,,Lasioglossum,,,,,pinned,
Open.273.May.4.2017.Braun.4,5.4.2017,273,larrea,open,post,bee,Hymenoptera,Andrenidae,,,Megandrena?,,,,,pinned,
Shrub.273.May.4.2017.Braun.1,5.4.2017,273,larrea,shrub,post,true.bug,Hemiptera,,,,,,,,,pinned,
Shrub.273.May.4.2017.Braun.2,5.4.2017,273,larrea,shrub,post,wasp,Hymenoptera,Crabronidae,,,,,,,,pinned,
Shrub.273.May.4.2017.Braun.3,5.4.2017,273,larrea,shrub,post,fly,Diptera,Bombyliidae,,,,,,,,pinned,
Shrub.273.May.4.2017.Braun.4,5.4.2017,273,larrea,shrub,post,wasp,Hymenoptera,Pompilidae,,,,,,,,pinned,
Open.280.May.4.2017.Braun.1,5.4.2017,280,larrea,open,post,wasp,Hymenoptera,Crabronidae,,,,,,,,pinned,
Open.280.May.4.2017.Braun.2,5.4.2017,280,larrea,open,post,true.bug,Hemiptera,,,,,,,,,pinned,
Open.280.May.4.2017.Braun.3,5.4.2017,280,larrea,open,post,true.bug,Hemiptera,,,,,,,,,pinned,
Open.280.May.4.2017.Braun.4,5.4.2017,280,larrea,open,post,bee,Hymenoptera,Andrenidae,,,Megandrena,,,,,pinned,
Open.280.May.4.2017.Braun.5,5.4.2017,280,larrea,open,post,true.bug,Hemiptera,Reduviidae,Harpactorinae,,,,,,,pinned,
Open.280.May.4.2017.Braun.6,5.4.2017,280,larrea,open,post,wasp,Hymenoptera,Pompilidae,,,,,,,,pinned,
Shrub.280.May.4.2017.Braun.1,5.4.2017,280,larrea,shrub,post,hopper,Hemiptera,Cicadellidae,,,,,,,,pinned,
Shrub.280.May.4.2017.Braun.2,5.4.2017,280,larrea,shrub,post,fly? Destroyed,Diptera,Calyperate,,,,,,,,pinned,
Shrub.280.May.4.2017.Braun.3,5.4.2017,280,larrea,shrub,post,fly,Diptera,Bombyliidae,,,,,,,,pinned,
Shrub.280.May.4.2017.Braun.4,5.4.2017,280,larrea,shrub,post,bee,Hymenoptera,Megachilidae,,Anthidiini,Anthidium,Anthidium porterae?,,,,pinned,
Shrub.280.May.4.2017.Braun.5,5.4.2017,280,larrea,shrub,post,true.bug,Hemiptera,,,,,,,,,pinned,
Shrub.280.May.4.2017.Braun.6,5.4.2017,280,larrea,shrub,post,wasp,Hymenoptera,Pompilidae,,,,,,,,pinned,
Open.283.May.4.2017.Braun.1,5.4.2017,283,larrea,open,post,wasp,Hymenoptera,Crabronidae,,,,,,,,pinned,
Open.283.May.4.2017.Braun.2,5.4.2017,283,larrea,open,post,wasp,Hymenoptera,Crabronidae,,,,,,,,pinned,
Open.283.May.4.2017.Braun.3,5.4.2017,283,larrea,open,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Open.283.May.4.2017.Braun.4,5.4.2017,283,larrea,open,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Open.283.May.4.2017.Braun.5,5.4.2017,283,larrea,open,post,fly,Diptera,,,,,,,,,pinned,
Shrub.283.May.4.2017.Braun.1,5.4.2017,283,larrea,shrub,post,fly,Diptera,Sarcophagidae,,,,,,,,pinned,
Shrub.283.May.4.2017.Braun.2,5.4.2017,283,larrea,shrub,post,true.bug,Hemiptera,Rhopalidae ,,,Harmostes,,,,,pinned,
Shrub.283.May.4.2017.Braun.3,5.4.2017,283,larrea,shrub,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Shrub.283.May.4.2017.Braun.4,5.4.2017,283,larrea,shrub,post,bee,Hymenoptera,Apidae?,,,,,,,,pinned,
Open.291.May.4.2017.Braun.1,5.4.2017,291,larrea,open,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Open.291.May.4.2017.Braun.2,5.4.2017,291,larrea,open,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Open.291.May.4.2017.Braun.3,5.4.2017,291,larrea,open,post,bee,Hymenoptera,Halictidae,,,Lasioglossum,,,,,pinned,
Open.291.May.4.2017.Braun.4,5.4.2017,291,larrea,open,post,true.bug,Hemiptera,,,,,,,,,pinned,
Shrub.291.May.4.2017.Braun.1,5.4.2017,291,larrea,shrub,post,wasp,Hymenoptera,Crabronidae?,,,,,,,,pinned,
Shrub.291.May.4.2017.Braun.2,5.4.2017,291,larrea,shrub,post,bee,Hymenoptera,Apidae,,,Diadase/mellissodes,,,,,pinned,
Shrub.291.May.4.2017.Braun.3,5.4.2017,291,larrea,shrub,post,fly,Diptera,Sarcophagidae,,,,,,,,pinned,
Shrub.291.May.4.2017.Braun.4,5.4.2017,291,larrea,shrub,post,wasp,Hymenoptera,Crabronidae,,,,,,,,pinned,
Open.185.May.5.2017.Braun.1,5.5.2017,185,larrea,open,post,bee,Hymenoptera,Apidae,,,Diadasia?4,,,,,pinned,
Open.185.May.5.2017.Braun.2,5.5.2017,185,larrea,open,post,bee,Hymenoptera,Andrenidae,,,Megandrena?,,,,,pinned,
Open.185.May.5.2017.Braun.3,5.5.2017,185,larrea,open,post,wasp,Hymenoptera,Crabronidae,,,,,,,,pinned,
Shrub.185.May.5.2017.Braun.1,5.5.2017,185,larrea,shrub,post,cuckoo.wasp,Hymenoptera,Chrysididae,,,,,,,,pinned,
Shrub.185.May.5.2017.Braun.2,5.5.2017,185,larrea,shrub,post,bee,Hymenoptera,Apidae,,,Diadasia?,,,,,pinned,
Shrub.185.May.5.2017.Braun.3,5.5.2017,185,larrea,shrub,post,fly,Diptera,Bombyliidae,,,,,,,,pinned,
Open.193.May.5.2017.Braun.1,5.5.2017,193,larrea,open,post,bee,Hymenoptera,Andrenidae,,,Megandrena?,,,,,pinned,
Open.193.May.5.2017.Braun.2,5.5.2017,193,larrea,open,post,bee,Hymenoptera,Andrenidae,,,Megandrena?,,,,,pinned,
Open.193.May.5.2017.Braun.3,5.5.2017,193,larrea,open,post,fly,Diptera,Calyperate,,,,,,,,pinned,
Open.193.May.5.2017.Braun.4,5.5.2017,193,larrea,open,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Open.193.May.5.2017.Braun.5,5.5.2017,193,larrea,open,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Shrub.193.May.5.2017.Braun.1,5.5.2017,193,larrea,shrub,post,bee?,Hymenoptera,,,,Perdita?,,,,,pinned,
Shrub.193.May.5.2017.Braun.2,5.5.2017,193,larrea,shrub,post,bee,Hymenoptera,Halictidae,,,Lasioglossum,,,,,pinned,
Shrub.193.May.5.2017.Braun.3,5.5.2017,193,larrea,shrub,post,fly,Diptera,Bombyliidae,,,,,,,,pinned,
Shrub.193.May.5.2017.Braun.4,5.5.2017,193,larrea,shrub,post,bee,Hymenoptera,,,,,,,,,pinned,
Shrub.193.May.5.2017.Braun.5,5.5.2017,193,larrea,shrub,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Shrub.193.May.5.2017.Braun.6,5.5.2017,193,larrea,shrub,post,muscid.fly,Diptera,Sarcophagidae,,,,,,,,pinned,
Shrub.193.May.5.2017.Braun.7,5.5.2017,193,larrea,shrub,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Open.281.May.5.2017.Braun.1,5.5.2017,281,larrea,open,post,fly,Diptera,Asilidae,,,,,,,,,
Open.281.May.5.2017.Braun.2,5.5.2017,281,larrea,open,post,fly,Diptera,Asilidae,,,,,,,,,
Shrub.281.May.5.2017.Braun.1,5.5.2017,281,larrea,shrub,post,wasp,Hymenoptera,Crabronidae,,,,,,,,,
Shrub.281.May.5.2017.Braun.2,5.5.2017,281,larrea,shrub,post,bee,Hymenoptera,Megachilidae,,,Ashmeadiella?,,,,,,
Shrub.281.May.5.2017.Braun.3,5.5.2017,281,larrea,shrub,post,wasp,Hymenoptera,Crabronidae,,,,,,,,,
Open.300.May.5.2017.Braun.1,5.5.2017,300,larrea,open,post,bee,Hymenoptera,Megachilidae,,,,,,,,pinned,
Open.300.May.5.2017.Braun.2,5.5.2017,300,larrea,open,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Open.300.May.5.2017.Braun.3,5.5.2017,300,larrea,open,post,fly,Diptera,Bombyliidae,,,,,,,,pinned,
Shrub.300.May.5.2017.Braun.1,5.5.2017,300,larrea,shrub,post,bee,Hymenoptera,Apidae,,,,,,,,pinned,
Shrub.300.May.5.2017.Braun.2,5.5.2017,300,larrea,shrub,post,wasp,Hymenoptera,Vespidae?,,,,,,,,pinned,
Shrub.300.May.5.2017.Braun.3,5.5.2017,300,larrea,shrub,post,cuckoo.wasp,Hymenoptera,Chrysididae,,,,,,,,pinned,
Open.302.May.5.2017.Braun.1,5.5.2017,302,larrea,open,post,cuckoo.wasp,Hymenoptera,Chrysididae,,,,,,,,pinned,
Open.302.May.5.2017.Braun.2,5.5.2017,302,larrea,open,post,bee,Hymenoptera,Halictidae,,,Lasioglossum,,,,,pinned,
Open.302.May.5.2017.Braun.3,5.5.2017,302,larrea,open,post,bee,Hymenoptera,Apidae,,,,,,,,pinned,
Open.302.May.5.2017.Braun.4,5.5.2017,302,larrea,open,post,fly,Diptera,Bombyliidae,,,,,,,,pinned,
Open.302.May.5.2017.Braun.5,5.5.2017,302,larrea,open,post,fly,Diptera,Bombyliidae,,,,,,,,pinned,
Open.302.May.5.2017.Braun.6,5.5.2017,302,larrea,open,post,true.bug,Hemiptera,Reduviidae,Harpactorinae,,,,,,,pinned,
Open.302.May.5.2017.Braun.7,5.5.2017,302,larrea,open,post,true.bug,Hemiptera,Reduviidae,Harpactorinae,,,,,,,pinned,
Shrub.302.May.5.2017.Braun.1,5.5.2017,302,larrea,shrub,post,bee,Hymenoptera,Halictidae,,,Lasioglossum?,,,,,pinned,
Shrub.302.May.5.2017.Braun.2,5.5.2017,302,larrea,shrub,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Shrub.302.May.5.2017.Braun.3,5.5.2017,302,larrea,shrub,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Shrub.302.May.5.2017.Braun.4,5.5.2017,302,larrea,shrub,post,wasp,Hymenoptera,Crabronidae,,,,,,,,pinned,
Open.303.May.5.2017.Braun.1,5.5.2017,303,larrea,open,post,wasp,Hymenoptera,Crabronidae,,,,,,,,pinned,
Open.303.May.5.2017.Braun.2,5.5.2017,303,larrea,open,post,wasp,Hymenoptera,Crabronidae,,,,,,,,pinned,
Open.303.May.5.2017.Braun.3,5.5.2017,303,larrea,open,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Open.303.May.5.2017.Braun.4,5.5.2017,303,larrea,open,post,fly,Diptera,Asilidae,,,,,,,,pinned,
Open.303.May.5.2017.Braun.5,5.5.2017,303,larrea,open,post,bee,Hymenoptera,Andrenidae,,,,,,,,pinned,
Open.303.May.5.2017.Braun.6,5.5.2017,303,larrea,open,post,muscid.fly,Diptera,Sarcophagidae,,,,,,,,pinned,
Shrub.303.May.5.2017.Braun.1,5.5.2017,303,larrea,shrub,post,wasp,Hymenoptera,Crabronidae,,,,,,,,pinned,
